"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
40.600,0.762,0.10,0.0
40.650,0.767,0.10,0.0
40.700,0.771,0.10,0.0
40.750,0.776,0.10,0.0
40.800,0.781,0.10,0.0
40.850,0.786,0.10,0.0
40.900,0.791,0.10,0.0
40.950,0.796,0.10,0.0
41.000,0.800,0.10,0.0
41.050,0.805,0.10,0.0
41.100,0.810,0.10,0.0
41.150,0.815,0.10,0.0
41.200,0.820,0.10,0.0
41.250,0.825,0.10,0.0
41.300,0.829,0.10,0.0
41.350,0.834,0.10,3.7E-4
41.400,0.839,0.10,0.0
41.450,0.844,0.09,0.0
41.500,0.848,0.09,0.0
41.550,0.853,0.09,0.0
41.600,0.858,0.10,0.0
41.650,0.863,0.09,0.0
41.700,0.867,0.09,0.0
41.750,0.872,0.09,0.0
41.800,0.876,0.09,0.0
41.850,0.881,0.09,0.0
41.900,0.886,0.09,0.0
41.950,0.890,0.09,-1.9E-4
42.000,0.895,0.09,0.0
42.050,0.899,0.09,0.0
42.100,0.904,0.09,0.0
42.150,0.909,0.09,0.0
42.200,0.913,0.09,1.1E-4
42.250,0.918,0.09,0.0
42.300,0.922,0.09,0.0
42.350,0.927,0.09,-3.1E-4
42.400,0.931,0.09,0.0
42.450,0.936,0.09,0.0
42.500,0.940,0.09,0.0
42.550,0.945,0.09,0.0
42.600,0.949,0.09,-9.9E-5
42.650,0.954,0.09,0.0
42.700,0.958,0.09,-1.1E-4
42.750,0.963,0.09,0.0
42.800,0.967,0.09,0.0
42.850,0.972,0.09,0.0
42.900,0.977,0.09,0.0
42.950,0.981,0.09,0.0
43.000,0.985,0.09,0.0
43.050,0.990,0.09,0.0
43.100,0.995,0.09,0.0
43.150,0.999,0.09,0.0
43.200,1.004,0.09,-2.2E-4
43.250,1.008,0.09,0.0
43.300,1.013,0.09,0.0
43.350,1.017,0.09,0.0
43.400,1.022,0.09,0.0
43.450,1.026,0.09,0.0
43.500,1.031,0.09,0.0
43.550,1.035,0.10,0.0
43.600,1.041,0.10,0.0
43.650,1.045,0.09,-0.1
43.700,1.050,0.09,0.0
43.750,1.054,0.09,0.0
43.800,1.058,0.09,0.0
43.850,1.063,0.09,0.0
43.900,1.067,0.09,0.0
43.950,1.072,0.09,0.0
44.000,1.076,0.09,-2.4E-4
44.050,1.080,0.09,0.0
44.100,1.085,0.09,0.0
44.150,1.089,0.09,0.0
44.200,1.093,0.09,0.0
44.250,1.098,0.09,0.0
44.300,1.102,0.09,0.0
44.350,1.107,0.09,0.0
44.400,1.111,0.09,-1.3E-4
44.450,1.115,0.09,0.0
44.500,1.120,0.09,0.0
44.550,1.124,0.09,0.0
44.600,1.129,0.09,0.0
44.650,1.133,0.09,0.0
44.700,1.137,0.09,0.0
44.750,1.142,0.09,0.0
44.800,1.147,0.09,-5.1E-4
44.850,1.151,0.09,0.0
44.900,1.155,0.09,0.0
44.950,1.160,0.09,0.0
45.000,1.164,0.09,0.0
45.050,1.169,0.09,0.0
45.100,1.173,0.09,0.0
45.150,1.178,0.09,0.0
45.200,1.183,0.09,0.0
45.250,1.187,0.09,0.0
45.300,1.192,0.09,0.0
45.350,1.196,0.09,0.0
45.400,1.201,0.09,0.0
45.450,1.205,0.09,0.0
45.500,1.210,0.09,1.3E-4
45.550,1.215,0.09,0.0
45.600,1.219,0.09,0.0
45.650,1.224,0.09,0.0
45.700,1.228,0.09,0.0
45.750,1.233,0.09,0.0
45.800,1.237,0.09,0.0
45.850,1.242,0.09,0.0
45.900,1.246,0.09,0.0
45.950,1.251,0.09,0.0
46.000,1.256,0.09,0.0
46.050,1.261,0.09,0.0
46.100,1.265,0.09,0.0
46.150,1.270,0.09,0.0
46.200,1.275,0.09,-2.2E-4
46.250,1.279,0.09,0.0
46.300,1.283,0.09,0.0
46.350,1.289,0.10,0.0
46.400,1.294,0.10,0.0
46.450,1.298,0.10,0.0
46.500,1.303,0.10,-8.6E-4
46.550,1.307,0.10,0.0
46.600,1.313,0.10,0.0
46.650,1.318,0.10,0.0
46.700,1.322,0.10,0.0
46.750,1.327,0.10,0.0
46.800,1.333,0.10,0.0
46.850,1.337,0.10,0.0
46.900,1.343,0.10,2.8E-4
46.950,1.347,0.10,0.0
47.000,1.352,0.10,0.0
47.050,1.357,0.10,0.0
47.100,1.363,0.10,0.0
47.150,1.367,0.10,0.0
47.200,1.373,0.10,0.0
47.250,1.377,0.10,0.0
47.300,1.383,0.10,0.0
47.350,1.387,0.10,0.0
47.400,1.393,0.10,0.0
47.450,1.397,0.10,0.0
47.500,1.402,0.10,8.3E-4
47.550,1.407,0.10,0.0
47.600,1.412,0.10,0.0
47.650,1.417,0.10,0.0
47.700,1.423,0.10,0.0
47.750,1.427,0.10,8.4E-6
47.800,1.433,0.10,3.2E-4
47.850,1.437,0.10,0.0
47.900,1.443,0.10,0.0
47.950,1.447,0.10,-3.9E-5
48.000,1.453,0.10,0.0
48.050,1.458,0.10,0.0
48.100,1.463,0.11,0.0
48.150,1.468,0.11,0.0
48.200,1.475,0.10,-0.1
48.250,1.478,0.10,0.0
48.300,1.483,0.10,0.0
48.350,1.488,0.10,0.0
48.400,1.493,0.10,0.0
48.450,1.498,0.10,0.0
48.500,1.503,0.11,0.1
48.550,1.509,0.11,0.0
48.600,1.516,0.11,-0.1
48.650,1.519,0.10,-0.1
48.700,1.524,0.10,4.6E-4
48.750,1.529,0.10,0.0
48.800,1.534,0.10,0.0
48.850,1.539,0.10,0.0
48.900,1.544,0.11,0.0
48.950,1.550,0.11,0.0
49.000,1.555,0.11,0.0
49.050,1.561,0.10,0.0
49.100,1.566,0.10,0.0
49.150,1.571,0.10,0.0
49.200,1.576,0.10,0.0
49.250,1.581,0.11,0.0
49.300,1.586,0.11,0.0
49.350,1.593,0.11,0.0
49.400,1.597,0.10,0.0
49.450,1.602,0.10,5.5E-4
49.500,1.608,0.11,0.0
49.550,1.613,0.10,0.0
49.600,1.618,0.10,0.0
49.650,1.623,0.10,0.0
49.700,1.629,0.11,0.1
49.750,1.634,0.11,0.1
49.800,1.639,0.12,0.0
49.850,1.647,0.12,-0.1
49.900,1.653,0.11,-0.1
49.950,1.655,0.10,-0.1
50.000,1.664,0.10,0.0
50.050,1.666,0.10,0.1
50.100,1.672,0.10,0.1
50.150,1.679,0.12,0.1
50.200,1.682,0.11,0.0
50.250,1.691,0.11,0.0
50.300,1.693,0.12,0.0
50.350,1.701,0.11,0.0
50.400,1.707,0.11,0.0
50.450,1.709,0.11,0.1
50.500,1.718,0.12,0.0
50.550,1.723,0.12,0.0
50.600,1.728,0.11,-0.1
50.650,1.734,0.11,0.0
50.700,1.739,0.11,0.1
50.750,1.745,0.12,0.0
50.800,1.751,0.12,0.0
50.850,1.758,0.11,-0.1
50.900,1.762,0.11,0.0
50.950,1.767,0.11,0.0
51.000,1.773,0.11,0.0
51.050,1.779,0.11,0.0
51.100,1.784,0.11,0.0
51.150,1.790,0.11,0.0
51.200,1.796,0.12,0.0
51.250,1.802,0.12,0.0
51.300,1.807,0.12,0.0
51.350,1.813,0.11,0.0
51.400,1.819,0.11,0.0
51.450,1.824,0.12,0.0
51.500,1.830,0.12,0.0
51.550,1.837,0.12,0.0
51.600,1.842,0.12,0.0
51.650,1.848,0.12,0.0
51.700,1.854,0.12,0.0
51.750,1.860,0.12,0.0
51.800,1.866,0.12,0.0
51.850,1.871,0.11,0.0
51.900,1.877,0.11,0.0
51.950,1.883,0.11,0.0
52.000,1.888,0.11,0.0
52.050,1.894,0.11,0.0
52.100,1.900,0.11,0.0
52.150,1.905,0.11,0.0
52.200,1.911,0.11,0.0
52.250,1.917,0.11,0.0
52.300,1.922,0.11,0.0
52.350,1.928,0.11,0.0
52.400,1.933,0.11,0.0
52.450,1.939,0.11,0.0
52.500,1.944,0.11,0.0
52.550,1.949,0.11,0.0
52.600,1.955,0.11,0.0
52.650,1.960,0.11,0.0
52.700,1.966,0.10,0.0
52.750,1.971,0.10,0.0
52.800,1.976,0.10,0.0
52.850,1.981,0.11,0.0
52.900,1.986,0.10,-0.1
52.950,1.991,0.10,
53.000,1.997,0.09,
53.050,2.000,,
